Course No,Section,Instructor,Enrollment,Responses,Percent
POLI 120H,A00,"Fisk, David Lee",110,29,26.36%
POLI 126,A00,"Nichter, Simeon C",65,47,72.31%
POLI 126AA,A00,"Bergman, Matthew Edward",52,16,30.77%
POLI 12D,A01,"Roeder, Philip G",23,13,56.52%
POLI 12D,A02,"Roeder, Philip G",25,7,28.00%
POLI 12D,A03,"Roeder, Philip G",24,11,45.83%
POLI 12D,A04,"Roeder, Philip G",24,17,70.83%
POLI 12D,A05,"Roeder, Philip G",23,10,43.48%
POLI 12D,A06,"Roeder, Philip G",26,13,50.00%
POLI 134D,A00,"Saiegh, Sebastian",40,24,60.00%
POLI 134J,A00,"Feinberg, Richard Edward",41,16,39.02%
POLI 138D,A00,"Nellis, Gareth Hb",21,9,42.86%
POLI 13D,A01,"Sharpless, Isaac Walling",16,10,62.50%
POLI 13D,A02,"Sharpless, Isaac Walling",16,12,75.00%
POLI 13D,A03,"Sharpless, Isaac Walling",16,15,93.75%
POLI 13D,A04,"Sharpless, Isaac Walling",17,13,76.47%
POLI 142P,A00,"Merrell, Brandon",79,31,39.24%
POLI 144D,A00,"Bergman, Matthew Edward",28,11,39.29%
POLI 145C,A00,"Fisk, David Lee",110,39,35.45%
POLI 151,A00,"Vaughn, Abigail Leigh",94,48,51.06%
POLI 160AA,A00,"Hajnal, Zoltan Lloyd",122,39,31.97%
POLI 164,A00,"Butler, Daniel",39,15,38.46%
POLI 191A,A00,"Hill, Seth J",20,7,35.00%
POLI 191A,A00,"Wiens, David Abram",20,7,35.00%
POLI 194,A00,"Hill, Seth J",21,1,4.76%
POLI 194SD,A00,"Galderisi, Peter",2,0,0.00%
POLI 197I,A00,"Hill, Seth J",23,2,8.70%
POLI 197SD,A00,"Galderisi, Peter",3,3,100.00%
POLI 27,A01,"Mackie, Gerald",30,7,23.33%
POLI 27,A02,"Mackie, Gerald",32,15,46.88%
POLI 27,A03,"Mackie, Gerald",34,16,47.06%
POLI 27,A04,"Mackie, Gerald",33,11,33.33%
POLI 27,A05,"Mackie, Gerald",31,10,32.26%
POLI 27,A06,"Mackie, Gerald",34,15,44.12%
POLI 27,A07,"Mackie, Gerald",34,14,41.18%
POLI 27,A08,"Mackie, Gerald",34,15,44.12%
POLI 30D,A01,"Butler, Daniel",27,9,33.33%
POLI 30D,A02,"Butler, Daniel",27,15,55.56%
POLI 30D,A03,"Butler, Daniel",27,17,62.96%
POLI 30D,A04,"Butler, Daniel",23,12,52.17%
POLI 30D,A05,"Butler, Daniel",27,8,29.63%
POLI 30D,A06,"Butler, Daniel",27,14,51.85%
POLI 30D,A07,"Butler, Daniel",26,11,42.31%
POLI 30D,A08,"Butler, Daniel",26,14,53.85%
POLI 87,A00,"Roeder, Philip G",16,12,75.00%
PSYC 1,A00,"Hanes, Esther",406,208,51.23%
PSYC 100,A00,"Rose, Fred E.",304,162,53.29%
PSYC 101,A00,"Heyman, Gail D.",274,205,74.82%
PSYC 102,A00,"Serences, John Thomas",286,148,51.75%
PSYC 104,A00,"Frederick, David A",248,166,66.94%
PSYC 105,A00,"Geller, Emma Harlan",202,164,81.19%
PSYC 114,B01,"Winkielman, Piotr",36,15,41.67%
PSYC 116A,A01,"Lang, Ariel",19,18,94.74%
PSYC 116A,B01,"Winward, Jennifer Laven",20,12,60.00%
PSYC 124,A00,"Lacefield, Katharine I",141,77,54.61%
PSYC 133,A01,"Golden, Susan S.",10,10,100.00%
PSYC 133,A01,"Gorman, Michael R.",10,10,100.00%
PSYC 133,A02,"Golden, Susan S.",12,9,75.00%
PSYC 133,A02,"Gorman, Michael R.",12,9,75.00%
PSYC 133,A03,"Golden, Susan S.",11,10,90.91%
PSYC 133,A03,"Gorman, Michael R.",11,10,90.91%
PSYC 133,A04,"Golden, Susan S.",8,7,87.50%
PSYC 133,A04,"Gorman, Michael R.",8,7,87.50%
PSYC 133,A05,"Golden, Susan S.",12,9,75.00%
PSYC 133,A05,"Gorman, Michael R.",12,9,75.00%
PSYC 134,A00,"Kaye, Walter H.",142,58,40.85%
PSYC 141,A00,"Breit, Kristen Rian",62,31,50.00%
PSYC 145,A00,"Momma, Shota",75,42,56.00%
PSYC 155,A00,"Willis, Jarryd Thomas",185,117,63.24%
PSYC 156,A00,"Geiss, Elisa G",77,44,57.14%
PSYC 162,A00,"Wixted, John T",164,133,81.10%
PSYC 164,A00,"Erdener, Eda",92,59,64.13%
PSYC 166,A00,"Fletcher, Laura Michelle",33,24,72.73%
PSYC 168,A00,"Lacefield, Katharine I",289,178,61.59%
PSYC 178,A00,"Glaser, Dale",78,37,47.44%
PSYC 179,A00,"George, Olivier",226,196,86.73%
PSYC 181,A00,"Anagnostaras, Stephan",272,236,86.76%
PSYC 188,A00,"George, Olivier",116,97,83.62%
PSYC 193,B00,"Lang, Ariel",5,1,20.00%
PSYC 193,B00,"Winward, Jennifer Laven",5,1,20.00%
PSYC 193L,A01,"Frederick, David A",28,27,96.43%
PSYC 194A,A01,"Heyman, Gail D.",26,11,42.31%
PSYC 3,A00,"Schurgin, Mark W",304,222,73.03%
PSYC 6,A00,"Willis, Jarryd Thomas",335,207,61.79%
PSYC 60,A01,"Lowe, Angela Beth",32,30,93.75%
PSYC 60,A02,"Lowe, Angela Beth",38,36,94.74%
PSYC 60,A03,"Lowe, Angela Beth",35,25,71.43%
PSYC 60,A04,"Lowe, Angela Beth",33,25,75.76%
PSYC 60,A05,"Lowe, Angela Beth",36,31,86.11%
PSYC 60,A06,"Lowe, Angela Beth",36,34,94.44%
PSYC 60,A07,"Lowe, Angela Beth",33,28,84.85%
PSYC 60,B01,"Rickard, Timothy C.",32,25,78.13%
PSYC 60,B02,"Rickard, Timothy C.",36,26,72.22%
PSYC 60,B03,"Rickard, Timothy C.",34,30,88.24%
PSYC 60,B04,"Rickard, Timothy C.",35,25,71.43%
PSYC 60,B05,"Rickard, Timothy C.",34,27,79.41%
PSYC 60,B06,"Rickard, Timothy C.",33,25,75.76%
PSYC 60,B07,"Rickard, Timothy C.",35,29,82.86%
PSYC 70,A01,"Geller, Emma Harlan",32,25,78.13%
PSYC 70,A02,"Geller, Emma Harlan",32,27,84.38%
PSYC 70,A03,"Geller, Emma Harlan",30,26,86.67%
PSYC 70,A04,"Geller, Emma Harlan",33,26,78.79%
PSYC 70,A05,"Geller, Emma Harlan",29,26,89.66%
PSYC 81,A01,"Miller, Cory T.",16,12,75.00%
PSYC 81,A02,"Miller, Cory T.",5,5,100.00%
RELI 188,A00,"Kalleres, Dayna",29,10,34.48%
RELI 2,A00,"Torrance, Justina",40,21,52.50%
REV 1,A01,"Zroka, Amy Liane",21,13,61.90%
REV 1,A02,"Zroka, Amy Liane",19,12,63.16%
REV 1,A03,"Zroka, Amy Liane",26,15,57.69%
REV 1,A04,"Zroka, Amy Liane",15,11,73.33%
REV 1,A05,"Zroka, Amy Liane",15,8,53.33%
REV 2,A01,"Zroka, Amy Liane",16,8,50.00%
REV 2,A02,"Zroka, Amy Liane",3,1,33.33%
SE 1,B01,"Van Den Einde, Yael Dahlia",21,21,100.00%
SE 1,B02,"Van Den Einde, Yael Dahlia",22,17,77.27%
SE 1,B03,"Van Den Einde, Yael Dahlia",22,21,95.45%
SE 1,B04,"Van Den Einde, Yael Dahlia",23,23,100.00%
SE 1,B05,"Van Den Einde, Yael Dahlia",21,19,90.48%
SE 1,B06,"Van Den Einde, Yael Dahlia",22,21,95.45%
SE 101A,A00,"Loh, Chin Hsiung",48,22,45.83%
SE 101A,B00,"Amaddeo, Carmen N.",47,24,51.06%
SE 101C,A00,"Zhu, Qiang",81,21,25.93%
SE 101C,C00,"Loh, Chin Hsiung",5,2,40.00%
SE 121A,A00,"Asaro, Robert J",110,35,31.82%
SE 125,A00,"Conte, Joel P",139,44,31.65%
SE 130A,A00,"Amaddeo, Carmen N.",49,16,32.65%
SE 142,A01,"Kosmatka, John B",18,3,16.67%
SE 164,C01,"Loh, Kenneth J. H.",7,0,0.00%
SE 180,A00,"Elgamal, Ahmed",63,17,26.98%
SE 181,A02,"Hutchinson, Tara",20,6,30.00%
SE 181,A03,"Hutchinson, Tara",15,3,20.00%
SE 181,A04,"Hutchinson, Tara",20,5,25.00%
SE 181,A05,"Hutchinson, Tara",12,6,50.00%
SIO 100,A00,"Gee, Jeffrey S",26,11,42.31%
SIO 100,A00,"Norris, Richard D.",26,11,42.31%
SIO 101,A01,"Aluwihare, Lihini",26,15,57.69%
SIO 101,A01,"Landry, Michael Raymond",26,15,57.69%
SIO 106,A00,"Brown, Kevin Michael",24,9,37.50%
SIO 106,A00,"Willenbring, Jane Kathryn",24,9,37.50%
SIO 108,A00,"Teranes, Jane",16,6,37.50%
SIO 117,A00,"Clemesha, Rachel Schwartz",34,16,47.06%
SIO 117,A00,"Keeling, Ralph F.",34,16,47.06%
SIO 12,A00,"Peach, Cheryl",145,59,40.69%
SIO 121,A00,"Bowman, Jeff Shovlowsky",16,9,56.25%
SIO 123,A00,"Allen, Andrew Ellis",48,47,97.92%
SIO 132,A01,"Burton, Ronald S.",30,23,76.67%
SIO 132,A01,"Hechinger, Ryan F.",30,23,76.67%
SIO 132,A02,"Burton, Ronald S.",28,19,67.86%
SIO 132,A02,"Hechinger, Ryan F.",28,19,67.86%
SIO 132,A03,"Burton, Ronald S.",29,21,72.41%
SIO 132,A03,"Hechinger, Ryan F.",29,21,72.41%
SIO 132,A04,"Burton, Ronald S.",29,21,72.41%
SIO 132,A04,"Hechinger, Ryan F.",29,21,72.41%
SIO 132,A05,"Burton, Ronald S.",31,26,83.87%
SIO 132,A05,"Hechinger, Ryan F.",31,26,83.87%
SIO 132,A06,"Burton, Ronald S.",27,22,81.48%
SIO 132,A06,"Hechinger, Ryan F.",27,22,81.48%
SIO 136,A01,"Baumann-Pickering , Simone",34,28,82.35%
SIO 136,A01,"Bowman, Jeff Shovlowsky",34,28,82.35%
SIO 136,A01,"Semmens, Brice Xavier",34,28,82.35%
SIO 136,A01,"Wegner, Nicholas Craig",34,28,82.35%
SIO 136,B01,"Baumann-Pickering , Simone",35,33,94.29%
SIO 136,B01,"Bowman, Jeff Shovlowsky",35,33,94.29%
SIO 136,B01,"Semmens, Brice Xavier",35,33,94.29%
SIO 15,A00,"Laske, Gabi",329,135,41.03%
SIO 170,A00,"Cook, Geoffrey W",16,9,56.25%
SIO 171,A01,"Rudnick, Daniel Lars",17,8,47.06%
SIO 175,A01,"Merrifield, Mark A",11,7,63.64%
SIO 177,A00,"Becker, Janet Maria",6,3,50.00%
SIO 30,A01,"Charles, Christopher D.",34,16,47.06%
SIO 30,A01,"Holland, Nicholas D.",34,16,47.06%
SIO 30,A01,"Send, Uwe",34,16,47.06%
SIO 30,A02,"Charles, Christopher D.",33,15,45.45%
SIO 30,A02,"Holland, Nicholas D.",33,15,45.45%
SIO 30,A02,"Send, Uwe",33,15,45.45%
SIO 30,A03,"Charles, Christopher D.",35,19,54.29%
SIO 30,A03,"Holland, Nicholas D.",35,19,54.29%
SIO 30,A03,"Send, Uwe",35,19,54.29%
SIO 30,A04,"Charles, Christopher D.",35,19,54.29%
SIO 30,A04,"Holland, Nicholas D.",35,19,54.29%
SIO 30,A04,"Send, Uwe",35,19,54.29%
SIO 40,A00,"Barbeau, Katherine",153,132,86.27%
SIO 50,A01,"Cook, Geoffrey W",19,10,52.63%
SIO 50,A02,"Cook, Geoffrey W",17,11,64.71%
SIO 60,A01,"Lucas, Andrew J.",25,16,64.00%
SIO 60,A01,"Ricke, Katharine L",25,16,64.00%
SIO 87,A00,"Norris, Joel Roland",12,10,83.33%
SIO 87,B00,"Cook, Geoffrey W",20,17,85.00%
SIO 87,C00,"Gerwick, William Henry",17,8,47.06%
SIO 90,A00,"Courtney, Travis Alexander",40,25,62.50%
SOCI 1,A01,"Skrentny, John David",27,9,33.33%
SOCI 1,A02,"Skrentny, John David",29,15,51.72%
SOCI 1,A03,"Skrentny, John David",30,15,50.00%
SOCI 1,A04,"Skrentny, John David",26,12,46.15%
SOCI 1,A05,"Skrentny, John David",29,17,58.62%
SOCI 1,A06,"Skrentny, John David",28,16,57.14%
SOCI 1,A07,"Skrentny, John David",29,17,58.62%
SOCI 1,A08,"Skrentny, John David",28,12,42.86%
SOCI 1,A09,"Skrentny, John David",29,14,48.28%
SOCI 100,A01,"Medvetz, Thomas Matthew",25,14,56.00%
SOCI 100,A02,"Medvetz, Thomas Matthew",28,14,50.00%
SOCI 100,A03,"Medvetz, Thomas Matthew",29,13,44.83%
SOCI 100,A04,"Medvetz, Thomas Matthew",25,12,48.00%
SOCI 102,A00,"Lewis, Kevin Michael",28,23,82.14%
SOCI 104,A00,"Ribas Norris, Janet Vanesa",19,8,42.11%
SOCI 113,A00,"Rogers, Julia Ellen",67,28,41.79%
SOCI 114,A00,"Lampland, Martha",34,12,35.29%
SOCI 117,A01,"Gallagher-Geurtsen, Tricia Meghan",70,59,84.29%
SOCI 117,B01,"Chung, Luz Marina",73,32,43.84%
SOCI 119,A00,"Rogers, Julia Ellen",44,13,29.55%
SOCI 122,A00,"Lewis, Kevin Michael",67,44,65.67%
SOCI 123,A00,"Tirshfield, Jeffrey T",40,18,45.00%
SOCI 125,A00,"Hercowitz-Amir, Adi",74,33,44.59%
SOCI 126,A02,"Binder, Amy",13,10,76.92%
SOCI 127,A00,"Sanchez-Lopez, Luis Eduardo",61,14,22.95%
SOCI 129,A00,"Blair-Loy, Mary",63,27,42.86%
SOCI 132,A00,"Blair-Loy, Mary",44,18,40.91%
SOCI 133,A00,"Fitzgerald, David S",44,26,59.09%
SOCI 141,A00,"Summers, Valerie R.",112,39,34.82%
SOCI 145,A00,"Tirshfield, Jeffrey T",27,11,40.74%
SOCI 151,A00,"Goldman, Harvey Stern",41,14,34.15%
SOCI 160,A00,"Biernacki, Richard",9,6,66.67%
SOCI 165,A00,"Rona-Tas, Akos",19,5,26.32%
SOCI 170,A00,"Lampland, Martha",13,6,46.15%
SOCI 176,A00,"Turner, Christena L.",18,8,44.44%
SOCI 182,A00,"Calderon-Zaks, Michael Aar",39,28,71.79%
SOCI 184,A00,"Livingstone, Stacey Bryley",46,24,52.17%
SOCI 196A,A00,"Turner, Christena L.",11,5,45.45%
SOCI 20,A01,"Calderon-Zaks, Michael Aar",19,17,89.47%
SOCI 20,A02,"Calderon-Zaks, Michael Aar",16,10,62.50%
SOCI 60,A01,"Ribas Norris, Janet Vanesa",27,12,44.44%
SOCI 60,A02,"Ribas Norris, Janet Vanesa",27,14,51.85%
SOCI 60,A03,"Ribas Norris, Janet Vanesa",28,17,60.71%
SOCI 60,A04,"Ribas Norris, Janet Vanesa",29,14,48.28%
SOCI 60,A05,"Ribas Norris, Janet Vanesa",25,16,64.00%
SOCI 60,A06,"Ribas Norris, Janet Vanesa",28,12,42.86%
SOCI 87,A00,"Evans, Ivan T",14,8,57.14%
SOCI 87,B00,"Lewis, Kevin Michael",16,12,75.00%
SXTH 1,A01,"Chilukuri, Lakshmi N",10,7,70.00%
SXTH 1,A02,"Chilukuri, Lakshmi N",18,11,61.11%
SXTH 1,A03,"Chilukuri, Lakshmi N",12,10,83.33%
SXTH 1,A04,"Chilukuri, Lakshmi N",7,5,71.43%
SXTH 1,A05,"Chilukuri, Lakshmi N",14,12,85.71%
SXTH 2,A01,"Pomeroy, Robert S.",15,9,60.00%
SXTH 2,A02,"Pomeroy, Robert S.",15,7,46.67%
SXTH 2,A03,"Pomeroy, Robert S.",12,7,58.33%
TDAC 1,A00,"Walsh, Kim C.",20,12,60.00%
TDAC 1,B00,"Walsh, Kim C.",18,13,72.22%
TDAC 1,C00,"Walsh, Kim C.",20,13,65.00%
TDAC 1,D00,"Walsh, Kim C.",20,15,75.00%
TDAC 1,E00,"Walsh, Kim C.",20,6,30.00%
TDAC 1,F00,"Walsh, Kim C.",20,14,70.00%
TDAC 1,G00,"Walsh, Kim C.",19,10,52.63%
TDAC 1,H00,"Walsh, Kim C.",20,15,75.00%
TDAC 1,I00,"Walsh, Kim C.",20,20,100.00%
TDAC 1,J00,"Walsh, Kim C.",20,20,100.00%
TDAC 1,K00,"Walsh, Kim C.",20,14,70.00%
TDAC 101,A00,"Harting, Carla Kelso",20,16,80.00%
TDAC 101,B00,"Robichaux, Natalie Griffith",19,9,47.37%
TDAC 102,A00,"Castro, Robert Jess",19,5,26.32%
TDAC 108,A00,"Barricelli, Marc Alexander",15,3,20.00%
TDAC 108,B00,"Basso, Beatrice",6,1,16.67%
TDAC 115,A00,"Robichaux, Natalie Griffith",17,10,58.82%
TDAC 122,A00,"Walsh, Kim C.",3,0,0.00%
TDDE 1,A01,"Guirguis, Mark C",20,6,30.00%
TDDE 1,A02,"Guirguis, Mark C",17,9,52.94%
TDDE 1,A03,"Guirguis, Mark C",19,16,84.21%
TDDE 1,A04,"Guirguis, Mark C",17,7,41.18%
TDDE 1,A05,"Guirguis, Mark C",15,4,26.67%
TDDE 112,A00,"Dolan, Judith A.",10,5,50.00%
TDDE 130,A00,"Guirguis, Mark C",6,1,16.67%
TDDE 131,A00,"Guirguis, Mark C",7,3,42.86%
TDDM 1,A00,"Smith, Alison D",27,14,51.85%
TDDR 101,A00,"Porter, Lisa",30,16,53.33%
TDDR 111,A00,"Castro, Robert Jess",15,6,40.00%
TDGE 1,A01,"Salovey, Todd",20,11,55.00%
TDGE 1,A02,"Salovey, Todd",20,6,30.00%
TDGE 1,A03,"Salovey, Todd",19,5,26.32%
TDGE 1,A04,"Salovey, Todd",19,11,57.89%
TDGE 1,A05,"Salovey, Todd",21,9,42.86%
TDGE 1,A06,"Salovey, Todd",20,6,30.00%
TDGE 11,A00,"Teshome, Tezeru",184,86,46.74%
TDGE 25,A00,"Harting, Carla Kelso",12,8,66.67%
TDGE 25,B00,"Harting, Carla Kelso",18,9,50.00%
TDGE 25,C00,"Harting, Carla Kelso",16,6,37.50%
TDGE 25,D00,"Harting, Carla Kelso",16,6,37.50%
TDGE 25,E00,"Harting, Carla Kelso",19,13,68.42%
TDGE 25,F00,"Harting, Carla Kelso",16,11,68.75%
TDGE 25,G00,"Harting, Carla Kelso",18,12,66.67%
TDGE 5,A01,"Salovey, Todd",19,9,47.37%
TDGE 5,A02,"Salovey, Todd",20,6,30.00%
TDGE 87,B00,"Meyer, Ursula",10,6,60.00%
TDGE 87,C00,"Rincon, Patricia A.",15,6,40.00%
TDGE 89,A00,"Rincon, Patricia A.",34,18,52.94%
TDHT 10,A00,"Burelle, Julie Sara Veronique",16,5,31.25%
TDHT 101,A00,"Tregar, Kristen Lauren",24,13,54.17%
TDHT 109,A01,"Woods, Wind Dell",25,10,40.00%
TDHT 109,A02,"Woods, Wind Dell",26,8,30.77%
TDHT 21,A01,"White, Bryan Curtiss",18,14,77.78%
TDHT 21,A02,"White, Bryan Curtiss",21,7,33.33%
TDHT 21,A03,"White, Bryan Curtiss",22,10,45.45%
TDMV 1,A00,"Caligagan, Maria T.",33,21,63.64%
TDMV 110,A00,"Glabe, Heather G.",13,2,15.38%
TDMV 110,B00,"Smith, Alison D",15,10,66.67%
TDMV 120,A00,"Rincon, Patricia A.",16,4,25.00%
TDMV 120,B00,"Wilson, Terry A.",21,11,52.38%
TDMV 122,A00,"Weinberg, Sadie",10,1,10.00%
TDMV 123,A00,"Geiger, Eric",31,9,29.03%
TDMV 138,A00,"Jun, Grace Shin Hae",39,14,35.90%
TDMV 142,A00,"Caligagan, Tony",43,21,48.84%
TDMV 142,B00,"Valero, Oscar",38,12,31.58%
TDMV 143,A00,"Foster-King, Sandra",44,39,88.64%
TDMV 146,B00,"Caligagan, Tony",14,6,42.86%
TDMV 148,A00,"Jun, Grace Shin Hae",23,9,39.13%
TDMV 2,A00,"Geiger, Eric",23,20,86.96%
TDMV 2,B00,"Sammartano, Tonnie",31,15,48.39%
TDMV 2,C00,"Snaith, Yolande",21,14,66.67%
TDMV 2,D00,"Rincon, Patricia A.",29,13,44.83%
TDMV 3,A00,"Rincon, Alicia",28,14,50.00%
TDMV 3,B00,"Arcidiacono, Kristin",23,5,21.74%
TDPR 6,A01,"Guirguis, Mark C",14,9,64.29%
TDPR 6,A02,"Guirguis, Mark C",16,8,50.00%
TDPW 1,A00,"Padilla, Liliana Camille",14,7,50.00%
TDPW 1,B00,"Padilla, Liliana Camille",15,2,13.33%
TDPW 1,C00,"Padilla, Liliana Camille",14,2,14.29%
TDPW 1,D00,"Padilla, Liliana Camille",13,5,38.46%
TDPW 1,E00,"Padilla, Liliana Camille",14,7,50.00%
TDPW 1,F00,"Padilla, Liliana Camille",15,8,53.33%
TDPW 1,G00,"Padilla, Liliana Camille",15,8,53.33%
TDTR 10,A00,"Wilson, Terry A.",26,13,50.00%
TDTR 15,A00,"Smith, Alison D",17,12,70.59%
TMC 1,A01,"Carver, Leslie J.",13,9,69.23%
TMC 1,A02,"Carver, Leslie J.",16,7,43.75%
TMC 1,A03,"Carver, Leslie J.",19,14,73.68%
TMC 1,A04,"Carver, Leslie J.",14,10,71.43%
TMC 1,A05,"Carver, Leslie J.",3,2,66.67%
TMC 15,A00,"Sinay, Patricia",5,2,40.00%
TMC 198,A00,"Carver, Leslie J.",3,1,33.33%
TMC 2,A01,"Carver, Leslie J.",13,4,30.77%
TMC 2,A02,"Carver, Leslie J.",16,6,37.50%
TMC 2,A03,"Carver, Leslie J.",16,7,43.75%
TMC 20,A00,"Carver, Leslie J.",31,21,67.74%
TMC 87,A00,"Dobkins, Karen R.",19,12,63.16%
TWS 25,A01,"Zhiri, Oumelbanine",37,13,35.14%
TWS 25,A02,"Zhiri, Oumelbanine",37,18,48.65%
USP 1,A01,"Kwak, Nancy",29,11,37.93%
USP 1,A02,"Kwak, Nancy",26,12,46.15%
USP 1,A03,"Kwak, Nancy",27,10,37.04%
USP 1,A04,"Kwak, Nancy",30,15,50.00%
USP 101,A00,"Hajnal, Zoltan Lloyd",15,7,46.67%
USP 106,A00,"Newton, Joshua Dean",22,10,45.45%
USP 124,A00,"Bussell, Mirle Rabinowitz",95,44,46.32%
USP 129,A01,"Blaise, Jean G",12,6,50.00%
USP 129,A02,"Blaise, Jean G",5,2,40.00%
USP 140,A00,"Lewis, Leslie R",20,7,35.00%
USP 144,A00,"Lewis, Leslie R",115,56,48.70%
USP 151,A00,"Edwards, Gregory S",47,35,74.47%
USP 170,A00,"Garcia, Kathleen",31,13,41.94%
USP 177,A00,"Peerson, Susan",20,8,40.00%
USP 186,A01,"Pezzoli, Keith",29,5,17.24%
USP 186,A02,"Pezzoli, Keith",17,6,35.29%
USP 191,A00,"Wartell, Julie Dara",20,6,30.00%
USP 50,A00,"Bussell, Mirle Rabinowitz",24,13,54.17%
VIS 1,A02,"Johnson, Kristyn L",24,11,45.83%
VIS 1,A03,"Johnson, Kristyn L",21,15,71.43%
VIS 1,A04,"Johnson, Kristyn L",25,9,36.00%
VIS 1,A06,"Johnson, Kristyn L",20,16,80.00%
VIS 1,A07,"Johnson, Kristyn L",26,6,23.08%
VIS 1,A08,"Johnson, Kristyn L",23,15,65.22%
VIS 1,A09,"Johnson, Kristyn L",22,18,81.82%
VIS 1,A10,"Johnson, Kristyn L",20,18,90.00%
VIS 1,A11,"Johnson, Kristyn L",23,12,52.17%
VIS 1,A12,"Johnson, Kristyn L",23,17,73.91%
VIS 1,A13,"Johnson, Kristyn L",24,16,66.67%
VIS 1,A14,"Johnson, Kristyn L",24,11,45.83%
VIS 1,A15,"Johnson, Kristyn L",20,20,100.00%
VIS 1,A16,"Johnson, Kristyn L",25,18,72.00%
VIS 100A,A00,"Park, Kyong Dong",7,2,28.57%
VIS 101,A01,"Cruz, Edwin Teddy",27,16,59.26%
VIS 105A,A00,"Humphrey, Malisa N.",17,7,41.18%
VIS 105B,A00,"Ortiz-Torres, Ruben",22,11,50.00%
VIS 106B,A00,"Walsh, Zoe C",16,11,68.75%
VIS 106C,A00,"Lajarin-Encina, Aitor",15,7,46.67%
VIS 107B,A00,"Herc-Balaszek, Malgorzata",8,4,50.00%
VIS 110D,A00,"Tonies, Joshua Vanjaymes",14,6,42.86%
VIS 110G,A00,"Gallaccio, Anya",16,7,43.75%
VIS 120B,A00,"Nodelman, Sheldon A.",66,23,34.85%
VIS 124CN,A00,"Rose, Jordan M",54,22,40.74%
VIS 125C,A00,"Bryson, William N",38,23,60.53%
VIS 127B,A00,"Shen, Kuiyi",144,47,32.64%
VIS 141B,A00,"Stalbaum, Brett",5,2,40.00%
VIS 142,A01,"Stalbaum, Brett",23,12,52.17%
VIS 142,A02,"Stalbaum, Brett",25,17,68.00%
VIS 142,A03,"Stalbaum, Brett",25,17,68.00%
VIS 142,A04,"Stalbaum, Brett",24,15,62.50%
VIS 143,A00,"Dominguez, Ricardo",23,10,43.48%
VIS 147A,A01,"Yoldas, Pinar",22,19,86.36%
VIS 147A,A02,"Yoldas, Pinar",22,21,95.45%
VIS 149,A00,"Bratton, Benjamin H.",15,4,26.67%
VIS 155,A01,"Cartwright, Lisa",20,11,55.00%
VIS 155,A02,"Cartwright, Lisa",25,13,52.00%
VIS 158,A00,"Kester, Grant",106,46,43.40%
VIS 162,A00,"Yoldas, Pinar",9,9,100.00%
VIS 164,A00,"Wallen, Ruth",25,8,32.00%
VIS 165,A00,"Porter, Ava Hermine",25,10,40.00%
VIS 171,A00,"Mangolte, Babette",21,13,61.90%
VIS 174,A00,"Miller, Nicole L",20,14,70.00%
VIS 174,B00,"Ridlen, Timothy Michael",22,17,77.27%
VIS 177,A00,"Wetzler, Graydon K.",20,20,100.00%
VIS 178,A00,"Trigilio, Michael",21,18,85.71%
VIS 180A,A00,"Mangolte, Babette",24,9,37.50%
VIS 180B,A00,"Miller, Nicole L",21,18,85.71%
VIS 183B,A00,"Ridlen, Timothy Michael",21,18,85.71%
VIS 20,A01,"Woods, Ann",30,16,53.33%
VIS 20,A02,"Woods, Ann",30,14,46.67%
VIS 20,A03,"Woods, Ann",30,13,43.33%
VIS 20,A04,"Woods, Ann",32,21,65.63%
VIS 20,A05,"Woods, Ann",31,21,67.74%
VIS 20,A06,"Woods, Ann",30,16,53.33%
VIS 20,A07,"Woods, Ann",29,19,65.52%
VIS 20,A08,"Woods, Ann",29,19,65.52%
VIS 20,A09,"Woods, Ann",30,15,50.00%
VIS 20,A10,"Woods, Ann",32,13,40.63%
VIS 23,A00,"Rose, Jordan M",14,6,42.86%
VIS 30,A01,"Dominguez, Ricardo",33,19,57.58%
VIS 30,A02,"Dominguez, Ricardo",33,18,54.55%
VIS 41,A01,"Jessica, D'Elena-Tweed Eri",23,10,43.48%
VIS 41,A03,"Jessica, D'Elena-Tweed Eri",23,10,43.48%
VIS 41,A04,"Jessica, D'Elena-Tweed Eri",25,9,36.00%
VIS 41,A05,"Jessica, D'Elena-Tweed Eri",21,5,23.81%
VIS 41,A06,"Jessica, D'Elena-Tweed Eri",22,13,59.09%
VIS 41,A07,"Jessica, D'Elena-Tweed Eri",23,9,39.13%
VIS 60,A01,"Porter, Ava Hermine",21,11,52.38%
VIS 60,A02,"Porter, Ava Hermine",25,12,48.00%
VIS 60,A03,"Porter, Ava Hermine",26,12,46.15%
VIS 60,A04,"Porter, Ava Hermine",23,13,56.52%
VIS 60,A05,"Porter, Ava Hermine",22,9,40.91%
VIS 60,A06,"Porter, Ava Hermine",26,16,61.54%
VIS 60,A07,"Porter, Ava Hermine",26,14,53.85%
VIS 70N,A01,"Cross, Brian R",22,13,59.09%
VIS 70N,A02,"Cross, Brian R",21,10,47.62%
VIS 70N,A03,"Cross, Brian R",22,12,54.55%
VIS 70N,A04,"Cross, Brian R",22,13,59.09%
VIS 70N,A05,"Cross, Brian R",21,10,47.62%
VIS 70N,A06,"Cross, Brian R",19,11,57.89%
VIS 80,A01,"Tonies, Joshua Vanjaymes",17,11,64.71%
